"museumid","sitename","vesselname","protected","origin","launchedy","periodc","vesseltype","purpose","propulsion","lengthm","beamm","tonnagebrt","physicaldescription","biography","wrecked","latitude","longitude","locationdescription","shipwreckingcause","shipwreckingy","depthm","toponym","locationtype","storyofshipwrecking","discoveryy","storyofdiscovery","objectsrecovered","text"
11,"Altja vrakk",NA,"no","Lati","1896","20. sajand","kaljas",NA,"purjelaev","26.37","7.68","128","Vraki pikkus ca 18 m; laius 6 m. Kliiverpoom.","1896 -  ehitamine, Lati 1926(?) - laevahukk 2009 - vraki kontrollimine","yes",59.5881345501053,26.1080468572797,"Altja laht","torm",1926,NA,"Altja","rannikulahedane","Hukkus tormiga Altja rannas 1926.a. (?) sugisel.",NA,"Nahtud aerofotolt. Vrakk liiva mattunud, kuid koik piirjooned selgesti eristatavad. Kontrollis Lars Hansen Kaberneemest 2009. aastal. Ei nai ajaloolisena. Kohalike, (Tiit Linnuste) sonutsi kaljas Arens.","no","Altja vrakk, Raj. I - , Vaikese tundmatu laeva vrakk Altja lahes, koordinaatides ca 59*35,26<U+00B4>N; 26*06,50<U+00B4>E. Vraki pikkus ca 18 m; laius 6 m. Kliiverpoom. Nahtud aerofotolt. Vrakk liiva mattunud, kuid koik piirjooned selgesti eristatavad. Kontrollis Lars Hansen Kaberneemest 2009. aastal. Ei nai ajaloolisena. Kohalike, (Tiit Linnuste) sonutsi kaljas Arens Vt. ka Ahrons (Arens) (B Mass, Hansen); Ahrons (Arens), Raj. I -  , kaljas, ehit. 1896.a. Latis, 128 BRT, L=26,37 m B=7,68 m. Hukkus tormiga Altja rannas 1926.a. (?) sugisel. Aerofotol naha tundmatu vrakk, identifitseerimata.Kohalike elanike (Tiit Linnuste) maletamist mooda olevat see Arens, laevregistris Ahrons.Vraki koordinaadid 59*35,271<U+00B4>N; 26*06,504<U+00B4>E.(A181 lk.90, A195 lk.69-70)"
6235,"Tammuna vrakk","Iren ?","no","Saksamaa",NA,"20. sajand",NA,NA,"mootorpurjekas","4.5","2.5",NA,"Vaikese rannasoidupurjeka kulje fragment. Valisplangutuse paksus 2,5 cm, kinnitus kaartele puupunnide ja raudnaeltega. Kaarte vahe umbe 1 jalg. Voimalik Saksa uhemastiline mootopurjekas Iren.","16.09.1926 - laevahukk 1996 - vraki kandumine merest valja","yes",NA,NA,"Tammuna kula rannal, Sorve saare W kaldal, merest 50 m kauusel. Tapne asukoht teadmata.",NA,1926,NA,"Tammuna","poolsaar","Hukkus teel Hankost Gdanskisse Saaremaa laanerannikul Tammuna kula all 16.septembril 1926.aastal.","1996","Vraki toi torm merest valja (ule karide) 1996.aastal.","no","Tammuna vrakk (Vt.Iren), Raj. VI -  , vaikese rannasoidupurjeka kulje fragment Tammuna kula (Sorve saare W kaldal) rannal, merest 50 m kaugusel. Laevajaanuse L=4,5 m; B=2,5 m, valisplangutuse paksus 2,5 cm, kinnitus kaartele puupunnide ja raudnaeltega. Kaarte vahe ca’ 1 jalg. Vraki toi torm merest valja (ule karide) 1996.aastal. (B Pesti); Iren, Raj. VI -  , (vt. Tammuna vrakk), Saksa uhemastiline mootorpurjekas, hukkus teel Hankost Gdanskisse Saaremaa laanerannikul Tammuna kula all 16.septembril 1926.aastal. Tapne asukoht teadmata. (A177)"
4191,"Norrby vrakk",NA,"no",NA,NA,"20. sajand",NA,NA,"purjelaev",NA,NA,NA,"Kolmemastiline purjelaev","september 1926 - laevahukk","yes",NA,NA,"Voosi kurgus, Norrby kula all","torm",1926,NA,"Norrby","rannikulahedane","Hukkus tormis Voosi kurgus, Norrby kula all sept.1926.aastal.",NA,"Leidmata","no","Norrby vrakk, Raj. IV -  , kolmemastiline purjekas, hukkus tormis Voosi kurgus, Norrby kula all sept.1926.aastal. Leidmata. (A178)"
3169,"Pakri majaka vrakk",NA,"no",NA,NA,"20. sajand","kaljas",NA,NA,NA,NA,NA,NA,"september 1926 - laevahukk","yes",NA,NA,"Pakri majaka rannas","torm",1926,NA,"Pakri poolsaar","rannikulahedane","Pakri majaka juures sept. 1926.a. tomiga randa uhutud kaljas. Jaanused leidmata.",NA,"Leidmata","no","Pakri majaka vrakk, Raj. III -   , Pakri majaka juures sept. 1926.a. tomiga randa uhutud kaljas. Jaanused leidmata. (A178)"
3174,"Sinaia","Sinaia","no","Rumeenia",NA,"20. sajand",NA,NA,"mootorpurjekas",NA,NA,NA,NA,"07.11.1927 - laevahukk","yes",NA,NA,"Naissaarest loodes","kokkuporge",1927,NA,"Naissaar","saarelahedane","Hukkus Naissaarest loodes 07.11.1927.a.Porkas kokku aurikuga. Meeskond paases.",NA,NA,"no","Sinaia, Raj.III -  , Rumeenia mootorpurjekas, piirituslaev, hukkus Naissaarest loodes 07.11.1927.a.Porkas kokku aurikuga. Meeskond paases. (A271)"
2412,"Alexander","Alexander","no",NA,NA,"20. sajand",NA,NA,"purjelaev",NA,NA,NA,NA,"1927 - laevahukk","yes",NA,NA,"Kasmu rand","torm",1927,NA,"Kasmu","rannikulahedane","Paisati 1927.aastal tormiga Kasmu randa.",NA,"Asukoht teadmata","no","Alexander, Raj. II -  , vaike purjelaev, paisati 1927.aastal tormiga Kasmu randa. Asukoht ja laeva saatus teadmata. (A126)"
199,"Vellamo","Vellamo","no",NA,NA,"20. sajand",NA,NA,"mootorpurjekas",NA,NA,NA,NA,"1927 - laevahukk","yes",NA,NA,"Kunda rand","torm",1927,NA,"Kunda","rannikulahedane","1927.aastal tormi poolt ankruketi katkedes Kunda randa paisatud. Asukoht ja saatus teadmata.",NA,"Asukoht teadmata","no","Vellamo, Raj. I -   , vaike mootorpurjekas, 1927.aastal tormi poolt ankruketi katkedes Kunda randa paisatud. Asukoht ja saatus teadmata. (A126, A181 lk.114)"
172,"Maija","Maija","no",NA,NA,"20. sajand",NA,NA,"purjelaev",NA,NA,NA,"Vaike purjelaev","1927 - laevahukk","yes",NA,NA,"Kunda rand. Praegune asukoht teadmata","torm",1927,NA,"Kunda","rannikulahedane","Paisati tormiga 1927.aastal Kunda randa. Asukoht teadmata.",NA,"Asukoht teadmata","no","Maija, Raj. I -   , vaike purjelaev, paisati tormiga 1927.aastal Kunda randa. Asukoht teadmata. (A126)"
158,"Elise","Elise","no",NA,NA,"20. sajand",NA,NA,"purjelaev",NA,NA,NA,NA,"1927 - laevahukk","yes",NA,NA,"Laevahukk Kunda rannas. Praegune asukoht teadmata.","torm",1927,NA,"Kunda","rannikulahedane","Paisati 1927. aastal tormi poolt Kunda randa",NA,"Asukoht teadmata","no","Elise, Raj. I -   , vaike purjelaev, paisati 1927.aastal tormi poolt Kunda randa. Saatus teadmata. (A126)"
6215,"Mowe","Mowe","no","Saksamaa","1912","20. sajand","aurik","kaubalaev","aurulaev","72.4","14.4","978",NA,"1912 - ehitamine, Saksamaa 04.06.1927 - laevahukk","yes",NA,NA,"Sorve tuletornist loode pool","miin",1927,NA,"Sorve","poolsaar","Soitis miinile ja uppus 04.06.1927.a. Sorve tuletornist loode pool, teel Botnia lahest Parnusse. Suurem osa meeskonnast paases.",NA,"Leidmata","no","Mowe, Raj. VI -  , aurik, kaubalaev, ehit.1912.a. Saksamaal, 978 BTR, L=72,40m; B=14,4m, soitis miinile ja uppus 04.06.1927.a. Sorve tuletornist loode pool, teel Botnia lahest Parnusse. Suurem osa meeskonnast paases.  Leidmata. (A"
1104,"Ystava","Ystava","no","Soome",NA,"20. sajand",NA,NA,"purjelaev",NA,NA,NA,NA,"1927 - laevahukk","yes",NA,NA,"Toolse rand","torm",1927,NA,"Toolse","rannikulahedane","1927.aastal tormi poolt Toolse randa paisatud.",NA,"Asukoht teadmata","no","Ystava, Raj. I -   , Soome purjelaev, 1927.aastal tormi poolt Toolse randa paisatud. Laeva saatus teadmata. (A126)"
2361,"Fomalhaut","Fomalhaut","yes","Eesti","1901","20. sajand","kuunar","kaubalaev","purjelaev","30.08","8.34","205","Kahe voi kolmemastiline kahvelkuunar.  Kirjeldus 01.08.1996","1901 - ehitamine, Gibka, Lati 1927 - laevahukk 1996 - avastamine 21.10.1999 - vraki moodistamine 01.08.1996-02.08.1996 - sukeldumine vrakile 16.07.1997-17.07.1997 - vraki margistamine poiga, sukeldumine, filmimine","yes",59.6317990515026,25.9443210661789,"Kasmu lahes Lobineeme lahedal","jaa",1927,NA,"Kasmu laht","laht","1927.a. talvel Kasmu lahes talvitudes viis triivima hakanud jaa laeva kaasa, surus kulje sisse ja uputas Lobineeme lahedal.","1996","Meremuuseumi uurimislaev ""Mare"" avastas vraki 1996.a. Vrakk moodistati 21.10.1999.a.","no","Fomalhaut, Raj. II - , kahe(kolme)mastiline (?) kahvelkuunar, ehitatud 1901.a. Latis (Gibkas), 205 BRT, pikkus 30,08 m, laius 8,34 m. 1927.a. talvel Kasmu lahes talvitudes viis triivima hakanud jaa laeva kaasa, surus kulje sisse ja uputas Lobineeme lahedal. Meremuuseumi uurimislaev ""Mare"" avastas vraki 1996.a. Koordinaadid 59*37,898<U+00B4>N; 25*56,670<U+00B4>E, Vrakk moodistati 21.10.1999.a.(A181 lk. 96, A127 lk.90 jargi triivis laev randa ja remonditi hiljem, A195 lk.71 jargi uppus, A208 lk.296, sonari pilt, videofilm)"
156,"Aura","Aura","no",NA,NA,"20. sajand",NA,NA,"purjelaev",NA,NA,NA,"Vaike purjelaev","1927 - laevahukk","yes",NA,NA,"Kunda rand","torm",1927,NA,"Kunda","rannikulahedane","Paisati 1927.aastal tormi poolt Kunda randa. Ilmselt paasteti voi lammutati hiljem.",NA,"Asukoht teadmata. Ilmselt paasteti voi lammutati hiljem.","no","Aura, Raj. I -  , vaike purjelaev, paisati 1927.aastal tormi poolt Kunda randa. Asukoht teadmata. Ilmselt paasteti voi lammutati hiljem. (A126)"
2479,"Malli","Malli","no",NA,NA,"20. sajand",NA,NA,"purjelaev",NA,NA,NA,"Vaike purjelaev","1927 - laevahukk","yes",NA,NA,"Kasmu rand. Praegune asukoht teadmata","torm",1927,NA,"Kasmu","rannikulahedane",NA,NA,"Asukoht teadmata","no","Malli, Raj. II -  , vaike purjelaev, paisati tormiga 1927.aastal Kasmu randa. Asukoht ja saatus teadmata. (A126)"
1100,"Vilma","Vilma","no",NA,NA,"20. sajand",NA,NA,"purjelaev",NA,NA,NA,"Vaike purjelaev","1927 - laevahukk","yes",NA,NA,"Kunda rand","torm",1927,NA,"Kunda","rannikulahedane","Tormi poolt 1927.a. Kunda randa paisatud. Asukoht ja saatus teadmata.",NA,"Asukoht teadmata","no","Vilma, Raj. I -   , vaike purjelaev, tormi poolt 1927.a. Kunda randa paisatud. Asukoht ja saatus teadmata. (A126)"
2402,"Liisa","Liisa","no","Eesti","1901","20. sajand","kuunar",NA,"purjelaev",NA,"7.74",NA,"E=27,98 m, B=7,74 m.","1928 - teadlik randajuhtimine","yes",NA,NA,"Kasmu lahe laanekaldal, Sepa nina all","randumine",1928,NA,"Kasmu","rannikulahedane",NA,NA,NA,"no","Liisa, Raj. II -   , kuunar, ehit. 1901 Kasmus, E=27,98 m, B=7,74 m. Lasti 1928 Kasmu lahe laanekaldal, Sepa nina all teadlikult randa. (A31 lk.52,53, B Parna, foto)"
2431,"Ernani","Ernani","no","Eesti","1899","19. sajand","kuunar",NA,NA,"26.82","7.86","133","Kahvelkuunar","1899 - ehitamine, Loksa 29.10.1928 - laevahukk","yes",NA,NA,"Laevahukk arvatavalt Bandareni saare rannas. Praegune asukoht teadmata.","torm",1928,NA,NA,NA,"Hukkus 29.10.1928.a. tormis ja lumetuisus koos meeskonnaga reisil telliskivilaadungiga Loksalt Helsinkisse (arvatavalt Bandaren saare rannas?). Vrakk leidmata.",NA,"Leidmata","no","Ernani,  Raj. II -  , kahvelkuunar 133 BRT, L=26,82 m  B=7,86 m, ehitatud 1899.a. Loksal. Hukkus 29.10.1928.a. tormis ja lumetuisus koos meeskonnaga reisil telliskivilaadungiga Loksalt Helsinkisse (arvatavalt Bandaren saare rannas?). Vrakk leidmata. (A126 lk.314, A127 lk.86, A181 lk.104-105, B Kalberg)"
94,"Orion","Orion","no",NA,NA,"20. sajand",NA,NA,"purjelaev",NA,NA,NA,"Kahemastiline purjekas","november 1928 - laevahukk","yes",NA,NA,"Tahkuna lahistel",NA,1928,NA,"Tahkuna","rannikulahedane","Hukkus Tahkuna lahistel 1928. aasta novembrikuus.",NA,"Voimalik, et tegemist on mingi teiste laevaga. Asukoht teadmata.","no","Orion (?), Raj. IV -   , kahemastiline purjekas, hukkus Tahkuna lahistel, teel Tallinnast Kuressaarde 1928.a. novembrikuus. Voimalik, et tegemist on mingi teise laevaga. Asukoht teadmata. (A242)"
753,"Leevi","Leevi","no",NA,NA,"20. sajand",NA,NA,"purjelaev",NA,NA,"10",NA,"1928 - laevahukk","yes",NA,NA,"Parnu muulide laheduses",NA,1928,NA,"Parnu","sadamalahedane","Hukkus 1928.a. Parnu muulide laheduses. Saatus teadmata. (A80, lk.147)",NA,"Saatus teadmata","no","Leevi, Raj. VII -  , vaike purjelaev, 10 RT, hukkus 1928.a. Parnu muulide laheduses. Saatus teadmata. (A80, lk.147)"
3145,"Baltabor","Baltabor","no",NA,NA,"20. sajand","aurik",NA,"aurulaev",NA,NA,NA,NA,"1929 - laevahukk","ules tostetud",NA,NA,"Naissaarest S pool, kalmistu all","madalalesoit",1929,NA,"Naissaar","madal","Soitis madalikule Naissaarest S pool (kalmistu all) 1929. aastal. Paasteti hiljem.",NA,"Hiljem paastetud","no","Baltabor, Raj. III -  , aurik, soitis madalikule Naissaarest S pool (kalmistu all) 1929. aastal. Paasteti hiljem.(A239 lk.65, foto)"
26,"Palma","Palma","no","Eesti","1915","20. sajand","kaljas",NA,NA,"19.59","6.52","49.55",NA,"1915 - ehitamine, Riguldi 13.11.1930 - laevahukk","yes",NA,NA,"Saaremaal, Pammana poolsaare vetes, Soela kula all","torm",1930,NA,"Soela","poolsaar","Hukkus tormiga Saaremaal, Pammana poolsaare vetes, Soela kula all 13.11.1930.a.",NA,"Leidmata","no","Palma, Raj.?, kaljas, ehit. 1915 Riguldis, 49,55 BRT, L=19,59m  B=6,52m. Hukkus tormiga Saaremaal, Pammana poolsaare vetes, Soela kula all 13.11.1930.a. Leidmata. (A277 lk.1)"
3165,"mootorpaat nr.104","mootorpaat nr.104","no","Soome",NA,"20. sajand",NA,NA,"mootorpaat",NA,NA,NA,NA,"30. 09.1931 - laevahukk","yes",NA,NA,"Osmussaare ja Paldiski vahel.","karilesoit",1931,NA,"Osmussaar-Paldiski","kari","Soitis karile ja hukkus Osmussaare ja Paldiski vahel 30.09.1931.a. 5 inimest uppus. Leidmata.",NA,"Leidmata","no","mootorpaat nr.104, Raj. III -  ,kuulus Soome piiritusevedajaile. Soitis karile ja hukkus Osmussaare ja Paldiski vahel 30.09.1931.a. 5 inimest uppus. Leidmata. (A281)"
6194,"Arniston","Arniston","no","Inglismaa","1905","20. sajand",NA,"kaubalaev","aurulaev","83.36","11.97","2080",NA,"1905 - ehitamine, Flensburg marts 1931 - laevahukk","yes",NA,NA,"Liivi lahes","jaa",1931,NA,"Liivi laht","avameri","Uppus 1931.a. martsis Liivi lahes jaapangaga kokkuporke tagajarjel. Meeskond paasteti.",NA,"Asukoht teadmata","no","Arniston (ex Rom), Raj. VI -  ,voi VII -  , Inglise kaubalaev, aurik. Ehit. 1905.a. Flensburgis, 2080 BRT, L=83,36 m  B=11,97 m. Uppus 1931.a. martsis Liivi lahes jaapangaga kokkuporke tagajarjel. Meeskond paasteti. Asukoht teadmata. (A306)"
3173,"Semnieks","Semnieks","no",NA,"1901","20. sajand","kaljas",NA,NA,"29.07","8.32","166",NA,"1901 - ehitamine 03.11.1931 - laevahukk","yes",NA,NA,"Pakri majaka all",NA,1931,NA,"Pakri poolsaar","rannikulahedane","Hukkus Pakri majaka all 3.11.1931.a.",NA,"Leidmata","no","Semnieks, Raj. III -   , kaljas 166 BRT, ehitatud 1901.a., pikkus 29,07 m, laius 8,32 m, hukkus Pakri majaka all 3.11.1931.a. Leidmata. (A127 lk.205, A181 lk.87)"
3150,"Evi","Evi","no","Eesti","1901","20. sajand","kaljas",NA,NA,"29.08","8.32","187",NA,"1901 - ehitamine, Saaremaa november 1931 - laevahukk","yes",NA,NA,"Laevahukk Pakri saarte vahel madalikul. Praegune asukoht teadmata","madalalesoit",1931,NA,"Pakri saared","madal","Hukkus nov.1931.a. Pakri saarte vahel madalikul.",NA,"Leidmata","no","Evi, Raj. III -  , kaljas, ehit.1901.a. Saaremaal, 187 BRT, L=29,08 m  B=8,32 m.Hukkus nov.1931.a. Pakri saarte vahel madalikul. Vrakijaanused leidmata. (A279, foto)"
727,"Balva","Balva","no","Inglismaa","1894","19. sajand","aurik","kaubalaev","aurulaev","82.6","11.7","2167",NA,"1894 - ehitamine, Inglismaa 03.09.1931 - laevahukk 1937 - tukeldamine vanarauaks","lammutatud",58.1209601773265,24.2285084414151,"Sorgu saarest S pool","karilesoit",1931,NA,"Sorgu","kari","Soitis Sorgu saarest S pool 03.09.1931.a. karidele ja hukkus. 1937. aastal asuti vrakki lohkeainega tukeldama ning vanarauaks realiseerima.",NA,NA,"no","Balva (ex Lackenby), Raj. VII -  , aurik, kaubalaev, 2167 BRT, ehit. 1894. Inglismaal, L=82,6 m, B=11,7 m Soitis Sorgu saarest S pool 03.09.1931.a. karidele ja hukkus. 1937. aastal asuti vrakki lohkeainega tukeldama ning vanarauaks realiseerima. Vraki koordinaadid 58*07,250<U+00B4>N; 24*13,666<U+00B4>E (koht merekaardil, A27 lk.204, A282)"
4213,"Zarjad","Zarjad","no",NA,"1934","20. sajand","miinitraaler",NA,NA,"62","7.2",NA,NA,"1934 - ehitamine 30.07.1941 - laevahukk 12.08.2012 - vraki vaatlus kulgvaatesonariga","yes",NA,NA,"Ristnast N pool","miin",1934,NA,"Ristna","neem","Hukkus miinil 30.07.41.a. Ristnast N pool.",NA,"Leidmata","no","Zarjad (T-201), Raj. IV -   , miinitraaler, veevaljasurve 476 t, ehit. 1934.a., L=62 m  B=7,2 m. Hukkus miinil 30.07.41.a. Ristnast N pool. Leidmata. (A1 lk.123)"
4201,"Sovinto","Sovinto","no","Soome","1920","20. sajand","kuunar",NA,NA,"36.98","8.9",NA,NA,"1920 - ehitamine, Virolahti, Soome 24.11.1934 - laevahukk","yes",NA,NA,"Vissulaiu lahistel","torm",1934,NA,"Vissulaid","saarelahedane","Hukkus tormis 24.11.1934.a. Vissulaiu lahistel.",NA,"Ligilahedane asukoht teada, ent senini leidmata.","no","Sovinto, Raj.IV -   , Soome kuunar, ehit. 1920.a. Virolahtis. L=36,98m  B=8,90m. Hukkus tormis 24.11.1934.a. Vissulaiu lahistel. Ligilahedane asukoht teada, ent senini leidmata. (A258)"
2358,"Kristenbrun","Kristenbrun","no","Eesti","1902","20. sajand","brigantiin","kaubalaev","purjelaev","32.67","8.35","214",NA,"1902 - ehitamine, Kasmu, Eesti 1934 - lagunemine","yes",59.603782177033,25.9257940542318,"Kasmu lahe laanerannas Lemeti kivi taga (lagunemine)","lagunemine",1934,NA,"Kasmu","rannikulahedane","Lagunes Kasmu lahe laanerannas Lemeti kivi taga 1934. a.",NA,"Vrakijaanused leitud koos laeva pronkskellaga.","yes","Kristenbrun, Raj. II - , brigantiin, ehit. 1902 Kasmus, 214 BRT, L=32,67 m, B=8,35 m. Lagunes Kasmu lahe laanerannas Lemeti kivi taga 1934. Vrakijaanused leitud koos laeva pronkskellaga. (A31 lk.52,53,55  B Vaik, foto)"
3159,"Linda","Linda","no","Eesti","1934","20. sajand","kaljas",NA,"purjelaev",NA,NA,NA,"Kahemastiline purjelaev","1934 - ehitamine, Saaremaa november 1934 - laevahukk","yes",NA,NA,"Krassgrundi lahistel",NA,1934,NA,"Krassi madal","madal",". Hukkus raua ja soolalaadungiga 1934.a. novembrikuus, arvatavalt Krassgrundi lahistel. Leiti kaljas Kildini vraki otsingul ja kavatseti ules tosta. Tulemustest ei ole teada.",NA,"Leiti kaljas Kildini vraki otsingul ja kavatseti ules tosta. Tulemustest ei ole teada.","no","Linda, Raj. III -  ,kahemastiline purjelaev, kaljas, ehit. Saaremaal 1934.a. Hukkus raua ja soolalaadungiga 1934.a. novembrikuus, arvatavalt Krassgrundi lahistel. Leiti kaljas Kildini vraki otsingul ja kavatseti ules tosta. Tulemustest ei ole teada. (A263)"
6197,"Bella","Bella","no","Rootsi","1883","19. sajand","aurik",NA,"aurulaev","52.36","9.36","544",NA,"1883 - ehitamine, Aberdeen, Sotimaa 20.11.1935 - laevahukk","yes",NA,NA,"Saaremaa laanerannikul, Potkelma madalal (Laimadal)","madalalesoit",1935,NA,"Potkelmaa madalad","madal","Hukkus 20.nov. 1935.aastal Saaremaa laanerannikul, Potkelma madalal (Laimadal). Purunenud. Paastepaadiga Karala randa maabuda uritanud 11. meeskonnaliikemest uppus uheksa.",NA,NA,"no","Bella, Raj. VI -  , Rootsi aurik, ehit. 1883.a. Aberdeenis, 544 BRT, L=52,36m B=9,36m. Hukkus 20.nov. 1935.aastal Saaremaa laanerannikul, Potkelma madalal (Laimadal). Purunenud. Paastepaadiga Karala randa maabuda uritanud 11. meeskonnaliikemest uppus uheksa. (A260, A265, A322)"
243,"Ahto","Ahto","no",NA,"1924","20. sajand","kuunar",NA,"purjelaev","36.14","8.76","289","kolmemastiline kahvelkuunar (jants)","1924 - ehitamine 1936 - kokkuporge Taani aurikuga, laevahukk 2007 - arvatavalt leitud","yes",59.475967376338,24.6576893366131,"Paljassaare lahes, Kopli neeme otsas madalikul","kokkuporge",1936,NA,"Kopli neem","neem","Porkas 1936.aastal Naissaare lahistel kokku Taani aurikuga ja triivis Kopli neeme otsa (Paljassaare lahte) madalikule.","2007 ?","Arvatavalt leitud 2007.a.","no","Ahto, Raj. Raj. II – , kolmemastiline kahvelkuunar (jants), ehitatud 1924.a., 289 BRT, pikkus 36,14 m, laius 8,76 m, porkas 1936.aastal Naissaare lahistel kokku Taani aurikuga ja triivis Kopli neeme otsa (Paljassaare lahte) madalikule. Arvatavalt leitud 2007.a. Vrakk on mitmeks tukiks. (A127 lk.45, A181 lk.97, A304, B Ossiptsuk, sonari pildid)"
6242,"Wagrien","Wagrien","no",NA,"1871","19. sajand","aurik","kaubalaev","aurulaev","65.54","9.36","932 brt/ 536 nrt","932 brt, 536 nrt","1871 - ehitamine 16.-17.07.1936 - laevahukk","yes",NA,NA,"Saaremaa laanerannik",NA,1936,NA,"Saaremaa","rannikulahedane","Hukkus 1936.a. 16.-17.juulil Saaremaa laanerannikul.",NA,"Asukoht teadmata","no","Wagrien, Raj. VI -  , aurik, ehit. 1871.a., 932 BRT, 536 NRT. L=65,54m B=9,36m. Hukkus 1936.a. 16.-17.juulil Saaremaa laanerannikul, teel Leningradist Gdynia sadamasse vanaraualaadungiga. Asukoht teadmata.(A260, A261)"
92,"Viljandi","Viljandi","no","Soome","1917","20. sajand","kuunar",NA,NA,"34.33","8","195","Kolmemastiline kahvelkuunar","1917 - ehitamine, Soome 1922 - kuulumine eestlastele aprill 1936 - laevahukk 2015 - teade Meremuuseumile Rootsi sukeldujatelt","yes",57.8001737737253,16.7885388822094,"Vasterviki karid","karilesoit",1936,"12","Vastervik","kari","Hukkus teel Visbyst Norrkopingisse Vasterviki karidel 1936. aasta apillikuul. Viljandi oli olnud peale randasoitmist Gotlandil remondis  ning oli kuu keskpaiku lainud teele Visbyst Norrkopingisse. Tugevas tormis oli laev saanud Storklappeni laheduses rooli vigastuse ning kaotanud juhtimisvoime. Vigastatud laev triivis Slado saare kaljudele, kus jaeti maha. Kohalik kalur Ossian Johansson vottis oma paadiga kaks meest laevalt maha. Uks neist olnud laeva omanik, kapten Sillen. Vrakk vajus 12 m sugavusele. ",NA,"2015. aastal votsid Meremuuseumiga uhendust Rootsi sukeldujad, kes uurivad Viljandi vrakki. Tasuks Viljandi foto eest saatsid rootslased Eesti Meremuuseumile nii vraki koordinaadid 57*47,999<U+00B4>N; 16*47,306<U+00B4>E kui vrakil tehtud videofilmi. ","no","Viljandi, Raj. IV - , kolmemastiline kahvelkuunar, ehit. 1917.a. Soomes, Porvoos, mahutavus 195 BRT, pikkus 34,33 m, laius 8,0 m, mootor 60 HJ Bolinder, eestlastele kuulus alates 1922.a., hukkus teel Visbyst Norrkopingisse Vasterviki karidel 1936. aasta apillikuul. Viljandi oli olnud peale randasoitmist Gotlandil remondis  ning oli kuu keskpaiku lainud teele Visbyst Norrkopingisse. Tugevas tormis oli laev saanud Storklappeni laheduses rooli vigastuse ning kaotanud juhtimisvoime. Vigastatud laev triivis Slado saare kaljudele, kus jaeti maha. Kohalik kalur Ossian Johansson vottis oma paadiga kaks meest laevalt maha. Uks neist olnud laeva omanik, kapten Sillen. Vrakk vajus 12 m sugavusele. 2015. aastal votsid Meremuuseumiga uhendust Rootsi sukeldujad, kes uurivad Viljandi vrakki. Tasuks Viljandi foto eest saatsid rootslased Eesti Meremuuseumile nii vraki koordinaadid 57*47,999<U+00B4>N; 16*47,306<U+00B4>E kui vrakil tehtud videofilmi. Vraki pealisehitused, rangout ja umbreelingud on puudu, osa valisplangutust maha varisemas, kere laiali vajumas. Vrakk paksult merekarpidesse kasvanud. (A 2 artiklit ajalehest Vasterviks-Tidningen den 17 ja 18 April 1936. Schmelzkopf, Sammalsoo, M.Jungerann tolge, Meremees nr.2ja3/2003, Anders Jalmsjo)"
3144,"Andja","Andja","no","Eesti, Emmaste","1923","20. sajand","kaljas",NA,"purjelaev","14.9","5.24","32.6","Halukaljas","1923 - ehitamine september 1936 - laevahukk","yes",NA,NA,"Pakri saare juures ?",NA,1936,NA,"Pakri","saarelahedane","Hukkus 1936.a. septembris Pakri saare juures (?)",NA,"Asukoht teadmata, ilmselt havinud.","no","Andja, Raj. III -  , Emmaste purjelaev (halukaljas)  32,6 BRT, ehit. 1923.a. L=14,9m  B=5,24m. Hukkus 1936.a. septembris Pakri saare juures (?), teel kuttepuudega Hiiumaalt Tallinna. Asukoht teadmata. Ilmselt havinud. (A262)"
